id,f1,f2,f4,b3,b4,GNE_SNR_SEO,det_entropy_shannon_1_coef,det_entropy_shannon_2_coef,det_entropy_shannon_3_coef,det_entropy_shannon_4_coef,det_entropy_shannon_5_coef,det_entropy_shannon_6_coef,det_entropy_shannon_7_coef,det_entropy_shannon_8_coef,det_entropy_shannon_9_coef,det_entropy_shannon_10_coef,det_entropy_log_1_coef,det_entropy_log_2_coef,det_TKEO_mean_8_coef,det_TKEO_mean_9_coef,det_TKEO_std_1_coef,det_TKEO_std_3_coef,det_TKEO_std_6_coef,det_TKEO_std_8_coef,det_TKEO_std_9_coef,det_TKEO_std_10_coef,app_entropy_shannon_1_coef,app_entropy_shannon_2_coef,app_entropy_shannon_3_coef,app_entropy_shannon_4_coef,app_entropy_shannon_6_coef,app_entropy_shannon_7_coef,app_entropy_shannon_9_coef,app_det_TKEO_mean_2_coef,app_det_TKEO_mean_4_coef,app_det_TKEO_mean_5_coef,app_det_TKEO_mean_8_coef,app_det_TKEO_mean_9_coef,app_det_TKEO_mean_10_coef,app_TKEO_std_2_coef,app_TKEO_std_3_coef,app_TKEO_std_4_coef,app_TKEO_std_6_coef,app_TKEO_std_8_coef,app_TKEO_std_9_coef,app_TKEO_std_10_coef,det_LT_entropy_log_1_coef,det_LT_entropy_log_2_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_8_coef,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_10_coef,tqwt_entropy_shannon_dec_10,tqwt_entropy_shannon_dec_11,tqwt_entropy_shannon_dec_12,tqwt_entropy_shannon_dec_13,tqwt_entropy_shannon_dec_14,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_16,tqwt_entropy_shannon_dec_17,tqwt_entropy_shannon_dec_18,tqwt_entropy_shannon_dec_19,tqwt_entropy_shannon_dec_20,tqwt_entropy_shannon_dec_23,tqwt_entropy_shannon_dec_27,tqwt_entropy_log_dec_1,tqwt_entropy_log_dec_2,tqwt_entropy_log_dec_3,tqwt_entropy_log_dec_4,tqwt_entropy_log_dec_5,tqwt_entropy_log_dec_6,tqwt_entropy_log_dec_7,tqwt_entropy_log_dec_8,tqwt_entropy_log_dec_9,tqwt_entropy_log_dec_10,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_15,tqwt_entropy_log_dec_16,tqwt_entropy_log_dec_17,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_21,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_24,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_31,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_36,tqwt_kurtosisValue_dec_1,tqwt_kurtosisValue_dec_27,class
157,602.4543118,1173.621781,3305.112222,119.0448305,1252.998406,1676945.225,0.5366,4.1822,2.8199,-84.792,-298.914,-285.8435,-42.7625,-389.2905,-4.4976,-546.5318,-958.9285,-302.7324,10.4712,0.71074,0.0022892,0.4697,13.7295,21.7398,1.2921,29.1895,-19991568.24,-24187434.13,-32150979.99,-46758786.31,-136731198.4,-270851834.8,-1116232266,1248.2447,11700.4424,30398.0353,323364.2496,646702.3767,1292410.684,6832.3968,17222.4419,41489.3634,202324.4304,854780.7066,1703146.408,3410286.07,-1947.3136,-860.8213,-338603.3103,-690629.6964,-1492754.675,-3208499.736,4.0098,1.5993,11.9316,69.2797,153.9591,134.9154,153.4658,306.2548,442.0291,236.5199,147.7223,186.4476,0.39462,-1987462.449,-1768861.558,-1460534.137,-1222516.487,-1001661.617,-786214.1871,-606466.1074,-443802.886,-338056.4371,-284989.6742,-258239.4065,-169024.9437,-109845.5151,-78562.0531,-66160.525,-51737.8937,-34589.0314,-23942.4893,-23151.3942,-20159.6445,-17787.5904,-9405.6996,-6224.688,-6319.5358,-10982.1938,-12362.3628,-10187.6426,-5820.9491,-4789.4873,-4141.4652,-3751.0241,-3205.471,-2549.2513,11.5246,49.3801,0
157,606.4901336,1241.907321,3336.313278,105.3745991,125.0842195,1342629.544,0.9319,6.0135,-0.32251,-75.3199,-197.2815,-510.5665,-207.1061,-355.7628,-266.8547,-5063.017,-854.265,-259.8098,3.32,6.0977,0.0028227,0.64727,9.8705,15.6426,9.2396,141.1153,-19839423.42,-24052001.76,-32049500.12,-46767644.72,-137501564.7,-272541112.7,-1124651609,1230.3398,11545.6045,29997.6389,320137.917,640485.4089,1283069.799,6716.8615,17026.8005,40763.5295,198816.1819,841826.2268,1696436.41,3386999.95,-1842.1413,-818.1544,-339079.5737,-691805.226,-1495275.541,-3213880.175,1.8359,0.79686,5.4318,33.1485,80.1314,114.3309,239.6758,427.4671,571.311,280.5455,113.7607,160.976,0.37271,-2029351.624,-1825796.477,-1494451.965,-1229326.666,-1036341.256,-857867.9798,-633010.2186,-460178.5853,-353266.8324,-301687.6131,-273795.0403,-181665.38,-119566.9763,-86865.1576,-66509.441,-45608.8156,-31426.8669,-21678.7247,-21719.2364,-21252.1334,-18746.4911,-9750.5422,-6429.5878,-6502.0275,-11044.0252,-12375.8229,-10137.3762,-5861.9797,-4772.3097,-4108.2993,-3750.1973,-3227.2227,-2558.3209,996.8324,50.8884,0
157,606.8809315,1201.251579,3341.513352,123.4304331,203.6461026,1666794.823,0.77277,4.1572,1.1263,-43.5785,-11.1557,-101.6343,-454.7675,-7630.9641,-70.5069,-5350.4327,-896.1996,-330.871,116.141,2.9177,0.0026132,0.87248,5.7471,260.8459,6.3464,183.6976,-19801726.86,-23930537.7,-31731274.77,-46058715.24,-134199305.9,-265744136.2,-1095692670,1192.3945,11223.8012,29192.0951,313582.8878,627258.1063,1256845.998,6494.6907,16453.8532,39521.8909,192534.2361,823833.1751,1663728.849,3317910.325,-1883.154,-890.8528,-337115.0446,-687681.5674,-1486431.967,-3195000.328,4.6211,2.0797,8.1624,34.3908,83.6571,113.8165,170.7711,368.9892,605.7351,387.2704,137.611,110.8236,0.20683,-1996736.906,-1771506.546,-1469824.191,-1223894.541,-1003628.172,-787563.5727,-588054.0913,-432152.9827,-330393.0464,-278142.1603,-252363.315,-175290.1255,-122098.1115,-87041.4944,-69079.2958,-48690.0323,-32470.8203,-21014.5018,-19547.3576,-20696.5306,-17125.599,-10764.5212,-6860.6149,-6239.186,-9509.7663,-12543.5874,-10113.4731,-5930.0928,-4916.8636,-4016.6868,-3697.4053,-3274.63,-2521.4698,3.8161,3.6376,0
158,627.8714528,1222.600049,3418.231418,512.3984346,266.9344965,1635679.276,-21810.4861,-85490.2459,-90500.1993,-403690.5855,-206209.0197,-26847.3216,-60435.7174,-199522.0394,-6703.7931,-57304.209,-346.233,-26.5886,2088.8516,94.3478,167.5454,942.3685,504.7448,3723.7501,137.2614,1175.4792,-73411497.85,-88382499.7,-117209838,-170440359.7,-501589649.6,-989547875.2,-4055477858,5038.7879,39568.771,101827.4754,1063171.309,2127872.917,4266865.079,26506.119,68638.9004,143548.6521,689783.7434,2795440,5651753.229,11266630.56,-1454.7135,-653.896,-447738.4078,-911389.9344,-1965770.691,-4217520.302,25.0549,30.2222,108.5104,633.4814,1276.3667,1035.3056,802.687,1157.4692,997.6548,879.3062,504.4185,152.5451,6.2704,-1729923.579,-1431207.283,-1227845.029,-954710.079,-767507.8617,-673403.729,-522451.3505,-386087.3838,-299513.2656,-238676.1833,-188758.3111,-124290.3798,-70150.1108,-44697.7072,-39576.5882,-33925.2015,-20530.6894,-17066.986,-13366.4166,-14758.7295,-9718.3732,-9966.3007,-4721.0507,-2707.9832,-3493.7368,-8471.9741,-9612.2794,-4892.9667,-3744.6563,-3213.319,-2751.666,-2340.9334,-2238.6623,141.9454,3.943,1
158,623.5679806,1251.661819,3524.027694,404.3357857,220.2599964,1936819.217,5.5559,5.1552,-242.2313,-992.9322,-358.6131,-610.2366,-236.2132,-4664.046,-636.8242,-24542.0468,-621.9753,-117.0085,56.915,13.4293,0.022892,5.2681,21.691,155.966,28.7564,637.0512,-78791250.18,-94671254.36,-125004143.5,-180867579,-524187371.8,-1033862786,-4232527521,4302.3379,40134.6536,104443.6546,1116459.133,2233594.765,4475473.829,23805.9466,59299.2822,141793.6444,691660.6733,2934349.279,5922390.91,11814611.21,-1745.7988,-751.1584,-451944.5715,-919607.5937,-1983364.575,-4255026.593,33.7817,30.5314,139.3816,761.7919,1403.3271,1002.8899,679.8429,1070.499,919.8762,888.9689,488.359,120.6735,2.6697,-1788090.008,-1446100.331,-1189642.979,-922648.5701,-738826.1179,-639378.4545,-496162.3339,-371750.9073,-290267.5805,-227956.584,-189051.6953,-117446.9627,-65726.2293,-42375.1782,-39416.3146,-34990.4263,-21578.3161,-18614.0258,-13229.9894,-14963.968,-9914.9423,-10611.9434,-5283.6357,-3474.6545,-4440.259,-9555.9738,-9306.7136,-4346.7217,-3376.5087,-3011.0111,-2666.7326,-2163.2826,-1907.0728,142.3358,15.9292,1
158,669.9983064,1227.990274,3465.428975,637.1421063,298.4390289,1932604.843,7.102,6.6786,-840.6032,-1977.6187,-992.9688,-411.0785,-151.5852,-1445.5193,-501.8528,-10579.1467,-534.2333,-181.1823,15.6979,9.9604,0.06913,12.2246,12.5207,58.9554,14.9238,271.1274,-84285482.16,-101278577.6,-133801854.3,-193694710.2,-561929375.7,-1108501674,-4536932968,4612.3105,43010.7813,111937.7597,1195018.945,2390584.254,4786884.955,25223.1939,63570.1102,151756.3269,741700.4371,3145429.788,6325529.215,12634821.75,-1663.9936,-818.1782,-458352.8334,-932552.1673,-2011075.534,-4314092.898,13.2963,10.8944,51.2477,250.6793,573.3714,777.7931,1190.4556,1502.4329,1090.523,1114.6875,579.4029,141.1822,0.57786,-1794741.752,-1530603.434,-1214742.218,-915612.0812,-735803.6838,-644331.3366,-499061.9166,-369449.7917,-290142.8033,-251905.3997,-215417.2819,-139276.813,-85422.62,-60111.4638,-42921.7347,-26831.0517,-15646.7123,-13698.9762,-9949.4661,-13819.5689,-9226.7311,-10044.4514,-5231.0254,-3774.3354,-5203.819,-11578.3077,-9655.3095,-4401.8403,-3517.3853,-2942.7939,-2581.1226,-2175.2834,-2102.5476,19.3822,37.865,1
159,449.8535432,1188.374358,2984.255717,134.9206204,74.54851223,1480977.764,5.1829,10.8792,-20.1997,-65.8811,-40.1443,-302.0129,-5.6126,-81.4156,-101.823,-811.2483,-591.51,-168.5531,3.2528,2.8994,0.017082,1.4549,13.7902,4.9611,5.6492,26.6493,-52965223.73,-63613682.65,-83914941.69,-121126346.9,-349815090.3,-690336366.9,-2828330841,2985.4948,27975.5156,72741.779,776613.2259,1553031.045,3104567.715,16329.4167,41194.2226,98659.1699,483189.9636,2051347.021,4095105.231,8192769.791,-1686.1866,-781.9922,-415838.2433,-846512.0674,-1826841.189,-3921316.407,0.017321,0.010809,0.0097511,0.031019,0.080614,0.13098,0.20342,0.32007,0.38001,0.32514,0.32867,0.53135,1.1379,-2935447.62,-2563508.557,-2145335.232,-1788053.053,-1491909.733,-1209839.07,-888629.2186,-665927.6216,-516935.8811,-417737.9722,-352805.3288,-292937.7139,-226081.8482,-175813.1965,-139996.3275,-111718.4738,-88523.5328,-70429.6403,-58596.7117,-48119.9295,-36248.9647,-24541.5915,-20020.4583,-13632.5809,-10578.2204,-10012.409,-11799.2973,-7049.89,-6117.1056,-5402.0359,-4887.4014,-4188.31,-5324.0904,8980.724,1.7086,1
159,569.582895,1165.058529,3174.701407,252.9920744,2555.724389,1634535.294,5.1729,-21.0299,-7.6126,-551.1885,-453.9356,-838.5394,-812.1523,-827.4782,-0.67466,-780.6084,-650.8725,-132.9557,18.0854,0.54868,0.059167,1.2654,19.4974,39.9533,1.2714,36.5662,-59694686.73,-71722731.12,-94709754.28,-136905832.4,-396236338.8,-781993937.6,-3203057910,3361.4519,31477.2224,81858.3085,871528.648,1742996.116,3484258.504,18363.5152,46519.9604,111370.7993,544595.3504,2303039.092,4594017.396,9194181.173,-1746.0307,-752.252,-426804.5467,-868715.4528,-1874394.878,-4022717.606,0.010603,0.0069326,0.012318,0.0871,0.3652,0.75768,1.1392,2.0729,2.6811,1.4185,0.87194,0.43859,1.1068,-2938089.047,-2561570.188,-2145156.912,-1789356.34,-1490165.092,-1216657.817,-899279.7619,-676206.8801,-527746.1007,-429542.9253,-363683.672,-290842.6653,-213504.817,-160986.6413,-126489.9598,-100273.3785,-78362.1637,-63744.3572,-53159.1193,-43877.1973,-35682.5192,-25734.9672,-17139.4532,-11985.1957,-9680.7013,-10086.8816,-11674.9427,-7084.6993,-6046.9362,-5391.5063,-4717.4916,-4081.2751,-5112.1244,18694.509,1.912,1
159,673.4970421,1156.213537,3335.911548,408.6881093,264.9787873,1587603.607,3.2986,1.871,0.048114,-495.165,-237.6458,-83.7063,-706.784,-1796.8695,-3264.5964,-29767.8119,-717.5111,-238.7273,20.0247,44.8627,0.033274,0.7343,4.8547,40.324,75.4848,598.6419,-54273172.84,-65550742.2,-87126884.37,-126960334.4,-372267847.3,-735928290,-3022096962,3090.7285,29150.9972,75736.2507,806582.3199,1613980.632,3234886.131,16940.3845,42658.6326,103127.7483,502521.3923,2120169.842,4278827.682,8540322.329,-1804.5665,-854.131,-421422.4309,-858259.1745,-1852000.833,-3974964.856,0.018076,0.012404,0.045314,0.3803,1.2836,1.9799,2.847,4.4113,4.4827,2.9659,2.0532,1.3821,3.5728,-2935372.921,-2565819.598,-2146175.612,-1789702.006,-1490427.69,-1192764.798,-867065.4512,-653724.6474,-513649.0478,-421780.4803,-357841.4803,-270609.6092,-192787.5933,-144112.1613,-116233.6598,-90362.343,-69600.4054,-56149.443,-48392.9556,-39886.1404,-32381.5585,-22532.7717,-17263.9873,-11571.8321,-8776.8114,-8812.3981,-11802.882,-7083.4968,-5498.7471,-4814.129,-4737.9492,-4195.1654,-5199.5889,28474.8035,2.2055,1
160,687.1917618,1181.513699,3551.378327,273.1855682,64.63800079,1250448.186,4.0721,10.6235,-124.4403,-326.2713,-144.478,-481.4472,-108.8274,-1200.5156,-352.4419,-12813.4842,-657.3811,-192.1607,15.059,8.982,0.013916,2.1357,15.6543,41.1713,17.8377,362.8283,-64900158.85,-77903443.45,-102784002.7,-148383679.1,-428481003.1,-845327663,-3459300436,3642.1331,34105.3066,88637.7373,943965.9838,1887461.214,3768718.555,19910.9387,50509.1306,120785.7319,589729.6621,2499436.716,4962615.847,9944286.155,-1760.3985,-815.2277,-433734.8966,-882607.1079,-1904143.229,-4086143.596,10.9484,11.8433,19.1113,68.1243,126.3044,129.094,251.9946,429.0224,428.7769,297.1878,140.3436,308.3269,-981.7618,-1562933.2,-1180878.673,-963874.8777,-841637.02,-652114.972,-495150.4872,-397909.6443,-340456.9513,-306213.3909,-258013.9964,-210673.4104,-165311.4844,-114946.7999,-84785.8506,-69143.7639,-49781.0629,-35426.3041,-27709.3402,-23909.1285,-23290.965,-17049.2411,-7899.955,-7535.9025,-2496.2124,-450.4275,-518.5159,-2549.0725,-2854.9377,-2147.5926,-1941.1605,-2028.2169,-1743.5593,-1484.5015,5.8335,1.712,1
160,677.0705467,1195.186346,3534.435788,213.1775118,258.5132076,1237064.578,1.8912,6.6506,-0.53129,-48.253,-533.5273,-283.4891,-224.6021,-3759.128,-50.1793,-27.8008,-775.6554,-263.3749,68.3902,1.7589,0.007562,0.78769,11.8842,136.4151,4.0078,2.2773,-69618292.98,-83525592.22,-110078597.8,-158820245.7,-458244979.5,-903809787.3,-3698927048,3812.3996,35790.4882,93108.8368,995969.7566,1991830.92,3983925.356,20850.5153,52675.7468,126228.5403,616609.9732,2626931.241,5258364.51,10513899.99,-1887.0388,-890.4587,-439744.9523,-894810.7276,-1930274.514,-4141855.157,10.6101,12.8798,30.5332,127.6666,252.2408,238.9801,321.3269,514.9221,507.2688,339.5156,132.2366,254.8901,16.8691,-1690604.503,-1300607.141,-1050178.368,-885546.732,-681513.2759,-516691.0751,-418343.6922,-350680.8568,-304567.8331,-266360.4459,-215045.1996,-159926.9103,-107489.252,-77621.7888,-63433.2575,-44963.5857,-32939.4889,-25869.876,-21806.2597,-24046.937,-18153.5867,-9041.79,-6817.2668,-3237.7115,-1166.3594,-1184.3516,-3495.2798,-2622.6371,-2916.9073,-2828.0134,-2548.3777,-2025.6045,-1805.46,97.228,1.5888,1
160,702.2016846,1203.4924,3637.648852,363.4030824,365.4316797,1701132.231,2.5856,10.0439,-106.4901,-921.8531,-618.8999,-835.578,-40.0799,-672.3677,-493.8804,-14273.8204,-714.7238,-201.4314,5.7733,11.6383,0.0098144,3.1905,24.8297,13.1327,19.9903,386.5493,-77929523.27,-93416901.37,-123056476.5,-177374510.7,-510932436.1,-1007345349,-4118185603,4285.119,40139.8318,104340.5901,1112828.048,2225072.42,4443134.678,23514.12,59336.3332,141996.6919,694309.0458,2945835.58,5851775.096,11724095.36,-1839.2185,-835.3823,-449575.1678,-914543.0649,-1972522.136,-4231915.472,9.9347,12.9715,37.9941,194.7988,436.0227,409.8838,361.7961,630.5786,684.4773,450.9688,166.9611,222.8687,225.358,-1656084.077,-1270797.552,-1003557.858,-827863.2415,-651769.1651,-495270.1535,-404210.7409,-357954.9327,-323594.9667,-266356.4871,-215399.6434,-154829.9464,-97176.9619,-66442.7333,-53678.2231,-44317.1362,-29386.6152,-20893.1958,-19363.7389,-23183.5114,-16938.1513,-9492.8169,-6719.4571,-3339.6175,-1816.9073,-2729.8626,-5446.6853,-2791.4044,-2510.081,-2814.9993,-2196.8225,-1852.3275,-1644.363,14.3516,2.0503,1
161,550.9156082,1158.825426,3743.905943,346.395347,599.573372,1743121.759,6.129,9.8416,-212.1601,-2244.7694,-1521.1579,-594.3444,-611.6779,-1159.585,-499.925,-640.8512,-579.6467,-160.2191,30.9827,8.3433,0.035359,4.6181,23.6171,40.9374,21.9528,21.9074,-54866186.51,-65845273.72,-86743304.65,-125066607.9,-360536981.7,-711020702.4,-2911981864,3068.6165,28624.4783,74461.4213,796382.8246,1592635.911,3186205.512,16738.8386,42215.8905,101297.7681,494563.5335,2099993.228,4209322.511,8409352.416,-1667.7582,-780.9396,-418418.5585,-851682.7634,-1837916.052,-3944933.189,19.6085,7.5473,14.8788,103.8316,280.4856,303.1267,294.9158,799.3372,1094.6078,774.573,517.3297,85.4466,239.972,-1567592.673,-1346424.637,-1072308.644,-847874.8141,-684736.8964,-547906.0479,-438780.6712,-371760.282,-295475.5317,-242356.2859,-221489.9675,-165601.0983,-102388.2373,-69481.5347,-55935.813,-44563.1692,-25213.8746,-15056.9394,-14630.5441,-13770.6371,-15658.7429,-11967.561,-5920.5311,-2298.995,-1253.915,-2404.9835,-6152.4448,-3219.0776,-2298.3592,-2057.07,-1989.8529,-1687.0096,-1384.1975,5.0405,1.9493,1
161,586.7634183,1215.118598,3738.294757,251.8371019,410.2157356,1945750.544,5.5709,12.903,-134.2493,-1403.6096,-680.7244,-1269.0422,-1305.7944,-6425.3749,-1248.5166,-9581.9472,-588.8386,-168.5322,117.6009,19.8361,0.021261,3.5591,41.381,184.6611,39.6856,307.6192,-56453037.91,-68045986.26,-90267593.47,-131119365.6,-382353949.3,-755727797.6,-3098687977,3278.5857,30657.9603,79593.8479,844710.7034,1689250.306,3373391.91,18041.5756,45299.3408,108989.0617,529310.669,2236899.27,4437823.145,8899888.973,-1678.9673,-780.6734,-423780.0911,-862769.8034,-1861661.48,-3995566.15,60.1942,21.92,45.8305,276.1853,621.9699,558.1073,493.2114,1133.959,1205.947,868.2624,694.4165,150.6596,183.2032,-1692521.075,-1317118.414,-1011293.67,-735158.3074,-557177.9099,-481338.2391,-415032.6603,-321894.825,-264818.0339,-219192.5378,-201138.0348,-142949.3782,-84240.7067,-55912.6316,-46699.8258,-39881.5595,-20693.0486,-11830.2785,-12422.2726,-11495.2277,-13367.6801,-10102.1696,-6753.8895,-3008.1472,-2020.8331,-3263.77,-8054.1052,-4274.1803,-3414.059,-3116.9469,-2769.2637,-2259.3179,-1946.62,20.2205,1.7649,1
161,601.3013668,1103.04559,3548.587029,325.6862035,593.8338935,1777326.603,2.8455,7.43,-23.8501,-186.8702,-124.818,-293.1236,-323.231,-5715.228,-473.8185,-20305.1651,-712.7574,-237.2432,76.6306,11.0906,0.0098474,1.7103,14.7844,195.7701,24.7979,551.1709,-52698562.48,-63419520.45,-83844491.52,-121427652.6,-352511799.8,-696021023.4,-2855269151,2945.1276,27645.6811,71879.2402,769759.8871,1539947.887,3086312.23,16115.2172,40581.5498,97369.1668,475563.3523,2022297.217,4086081.235,8147769.208,-1796.3591,-849.1727,-416547.5958,-848180.1096,-1830413.86,-3928933.365,58.4909,17.4542,17.4675,116.5884,345.1271,545.5811,905.7803,1394.7681,809.4488,896.1401,590.9237,236.7795,188.8173,-1669449.588,-1296821.994,-996580.4035,-709095.9193,-535804.0272,-473924.4222,-437110.3684,-342569.2362,-260986.8989,-208711.3532,-197613.0547,-161009.426,-97136.9847,-64507.5688,-47648.0612,-30905.4811,-17193.5883,-7701.258,-7688.2281,-12828.6146,-13402.8513,-8591.4701,-8434.818,-4054.928,-2548.5855,-3186.1375,-7846.5472,-4378.6072,-3636.9446,-3292.0846,-2919.3757,-2364.0675,-2140.7281,303.7037,2.0736,1
162,592.0017546,1485.506138,3370.993708,300.9342323,265.1468129,1618665.234,18.5031,-104.8372,-303.3889,-1215.5939,-352.6568,-1630.316,-113.422,-132.5581,-243.2896,-2299.7807,-302.0329,-44.4501,1.3271,5.2319,0.37333,6.0318,48.297,7.8047,9.9975,63.4,-129292506.3,-154981812.4,-204309475.3,-295063860.5,-852637723.6,-1679753194,-6858453212,6818.6166,63948.8782,166223.9301,1773942.002,3548252.597,7099849.574,37474.0038,94138.6112,225894.604,1103993.655,4676636.061,9372017.836,18737513.85,-1475.9544,-703.8474,-497599.0594,-1011622.519,-2180295.756,-4674692.861,6.0155,2.6694,3.4228,8.1509,9.6274,6.7143,14.5258,31.0019,31.7108,18.4938,22.0342,72.7629,0.43143,-1875234.655,-1574572.977,-1292340.612,-1005850.492,-775692.2208,-619702.3048,-520383.1112,-431883.0726,-331136.5903,-272856.4019,-241664.3087,-190984.1987,-142869.623,-115060.7553,-97703.7428,-73885.3403,-54257.1729,-43750.3136,-37574.1833,-29005.1532,-28007.2818,-12128.0313,-9428.4411,-10693.8434,-13979.2807,-11731.8707,-9880.6006,-4928.5475,-3775.2766,-3409.1803,-3872.8391,-3511.393,-3615.3034,7.3183,4.4617,1
162,669.2385366,1412.45978,3440.69604,152.8212944,1458.655411,1590301.943,13.6652,-37.2078,-116.4605,-309.7865,-668.8744,-53.6793,-1110.6993,-3624.0493,0.97976,-26.0427,-387.361,-70.1681,60.9244,0.46849,0.29561,3.829,3.6858,112.1599,0.76809,3.3922,-132223156.6,-158354026.2,-208540603.2,-300810538.5,-867398284.1,-1707744138,-6968235749,6959.1043,65376.7003,169856.5438,1808658.272,3617448.679,7235738.819,38129.9865,96130.1432,231546.2753,1131711.612,4772947.298,9549867.87,19095509.45,-1564.0486,-733.5931,-499198.2744,-1014735.332,-2186955.933,-4688882.403,6.0467,3.1956,12.4357,40.0679,51.0094,38.6418,93.8981,192.3297,178.8222,44.1329,33.3003,179.5448,0.21643,-1801350.127,-1502760.978,-1244694.042,-985922.531,-763388.0103,-604599.1114,-496797.0894,-408466.6943,-318546.5445,-271446.6003,-236304.5035,-169045.959,-119635.7722,-94054.8764,-79564.2077,-57630.6954,-39498.8404,-31799.8401,-34025.1167,-27451.2754,-26520.926,-9513.9888,-7502.4006,-9333.5193,-14381.0366,-12699.0771,-10348.15,-5095.3104,-3807.4021,-3390.2386,-3928.8996,-3580.464,-3573.7841,8.4207,6.689,1
162,768.0645367,1504.161721,3464.718506,598.9795068,219.1930045,1729281.67,15.1296,-8.7487,-54.2091,-1637.1662,-444.9355,-36.1867,-1827.0677,-10897.1613,-18050.2664,-265463.8936,-406.5072,-125.6634,30.2865,204.2634,0.12725,1.7644,2.8156,58.7547,303.1815,4673.4205,-120633339.4,-145310071.3,-192743796.5,-280602972.4,-821242612,-1620044356,-6631546522,6389.874,60302.7872,156632.594,1672093.052,3347081.071,6720786.394,34871.4583,88388.3875,213247.1852,1038421.207,4378731.893,8922291.55,17755056.77,-1572.1654,-785.1029,-494055.1685,-1004952.394,-2166023.019,-4644275.679,4.1771,3.0899,9.222,21.9324,25.9834,37.8204,73.9553,87.1275,86.4144,36.6616,36.1863,98.505,0.25872,-1835891.236,-1545639.096,-1296359.977,-1015011.132,-764944.0829,-604354.105,-501498.86,-412571.8777,-327916.471,-283926.3267,-240133.6693,-174875.6405,-130289.8363,-104341.6194,-80138.24,-58543.1812,-46715.0928,-36499.665,-35025.0625,-26657.5574,-25001.7799,-11301.8371,-8189.5156,-9013.4811,-14133.8908,-12389.0163,-10098.4714,-5179.8717,-3973.903,-3515.4308,-3953.9537,-3501.223,-3629.7758,7.8387,13.9885,1
163,585.6709278,1164.342799,3685.638455,218.9006948,154.5636853,1941662.568,4.9501,12.1452,-25.6226,-854.3982,-152.935,-377.2708,-57.8204,-1984.4569,-182.8309,-8962.6015,-594.0152,-190.5363,31.2425,5.5849,0.017467,1.3658,15.0671,75.2269,12.918,278.2779,-56033813.5,-67377675.59,-89005953.72,-128768335.9,-373316541.2,-736841273.5,-3020764507,3127.7754,29336.2532,76263.5763,815387.4261,1631094.28,3266931.333,17062.3672,43157.2764,103274.3701,505477.9399,2145152.024,4320850.699,8623429.41,-1683.2862,-806.8415,-421551.0741,-858215.5728,-1851907.852,-3974768.358,11.9278,5.5313,30.1144,203.7723,478.3403,509.4438,729.4176,1114.9919,1167.357,868.4343,615.3253,241.2675,257.5253,-1658294.977,-1282440.39,-1001466.518,-780880.4419,-618481.1902,-503487.5526,-405822.728,-348323.4217,-301061.7414,-253519.7944,-224320.7552,-150089.5096,-90548.6752,-61228.2858,-48662.2706,-32844.0108,-22034.6887,-12825.998,-13067.7654,-12548.8531,-11664.6373,-8488.2417,-5174.5423,-1626.9473,-849.6184,-2273.7381,-6918.9194,-3292.0848,-2929.4741,-2759.147,-2451.6605,-1949.7813,-2001.4058,18.9602,1.7249,0
163,614.1276651,1062.182799,4284.736576,151.4842068,76.79546451,1662701.755,3.609,7.5061,-35.2595,-68.1802,-353.579,-186.891,-111.5644,-2180.0614,-260.7215,-701.6268,-685.988,-203.4742,47.6673,5.2368,0.037079,1.7948,9.2824,86.9797,12.8087,29.907,-54123663.66,-64974727.15,-85649864.09,-123587549,-356621819,-703531423.6,-2882249730,3021.9826,28308.6219,73615.2293,787070.6945,1574110.134,3149689.344,16477.6729,41783.8182,100129.6158,487651.2578,2074645.123,4161226.484,8312886.996,-1773.5275,-816.9721,-417491.7183,-849858.8867,-1834009.64,-3936602.99,12.7639,5.7076,10.267,68.1608,193.4737,342.9294,771.7708,1160.6748,1166.5293,930.9952,519.8673,170.2669,263.1595,-1726253.543,-1392549.315,-1039646.378,-778626.9899,-604294.0312,-502462.6021,-417462.0711,-353222.1061,-309817.0182,-248608.9688,-223083.3946,-172411.8639,-112914.4284,-77936.0493,-54212.3658,-32325.7257,-21240.2659,-12840.5448,-12326.8918,-13340.5734,-14014.3921,-9487.035,-6045.0701,-2148.5728,-910.7269,-2277.2976,-7412.2589,-2908.705,-2342.1313,-2402.9385,-2234.9838,-1911.6345,-1949.5541,73.5702,1.6537,0
