id,f1,f2,b4,det_entropy_log_1_coef,det_TKEO_std_3_coef,det_TKEO_std_6_coef,app_TKEO_std_3_coef,det_LT_entropy_log_1_coef,app_LT_entropy_shannon_7_coef,tqwt_entropy_shannon_dec_11,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_17,tqwt_entropy_shannon_dec_18,tqwt_entropy_shannon_dec_19,tqwt_entropy_shannon_dec_20,tqwt_entropy_shannon_dec_27,tqwt_entropy_log_dec_17,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_31,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_36,class
49,1015.524047,1447.765479,791.5432662,-576.2783,1.0145,22.1942,115392.0268,-1771.5157,-517736.7529,103.9203,1578.0302,620.7875,298.5029,212.7371,132.83,0.10625,-27369.5166,-27099.7226,-22907.1031,-20433.3565,-9022.7938,-14427.5905,-13024.2234,-9948.042,-5100.913,-4412.566,-3310.9322,-2627.3496,-2406.5824,-2552.7288,0
49,938.0876521,1328.104058,159.2721761,-630.6928,0.4823,28.0402,118314.2516,-1830.1527,-522167.048,66.8374,1597.3439,836.3512,378.3687,279.02,151.1728,0.042972,-23911.5036,-25615.0605,-21137.0219,-19730.0204,-9373.2169,-16129.6022,-14306.6209,-10931.5193,-5099.2798,-4386.9495,-3606.9758,-3042.858,-2639.682,-2713.5021,0
49,951.1169428,1334.034994,226.4370377,-615.1225,2.7307,22.154,122547.3882,-1814.0672,-523137.525,57.1442,1646.1947,923.6161,430.883,355.8034,189.2179,0.15025,-23125.0211,-25019.5469,-19810.8333,-18754.4335,-8030.918,-15573.3251,-13879.9381,-11051.6238,-5097.4844,-4325.239,-3649.2427,-2862.0474,-2540.0441,-2594.7538,0
50,719.9198682,1263.582453,145.511475,-755.2824,0.40002,11.4166,62976.2146,-1886.9356,-457147.455,28.5153,843.4098,1247.0806,1123.4302,794.6233,346.8483,1.4188,-9777.0945,-11964.9194,-14116.9818,-16848.2437,-8361.2401,-2504.1735,-10934.8937,-9539.0649,-6081.4679,-5375.1787,-4785.1051,-3862.1705,-3209.401,-2511.9561,1
50,717.9065572,1239.73209,116.4923903,-785.0247,0.22425,8.151,62299.5786,-1913.2937,-456917.1082,19.9372,920.7844,1109.3808,1175.5893,746.2605,350.339,1.0515,-9616.6522,-11319.0988,-14702.4929,-16882.2094,-9299.8501,-3118.9895,-10662.5864,-9488.5513,-6101.0778,-5379.7544,-4775.726,-4105.6956,-3210.3811,-2543.7677,1
50,693.3899062,1212.167465,325.3623991,-785.0656,0.28706,11.4629,58620.0936,-1904.9979,-449863.4569,13.0697,640.9506,1468.7588,1150.1644,665.3543,323.6478,3.5323,-16144.1298,-14479.5059,-15604.4199,-17535.4825,-9941.64,-2777.0567,-8973.6409,-9330.006,-6331.9951,-5633.3293,-4757.8484,-3969.663,-3269.5914,-2508.9334,1
51,562.9104484,964.4789104,240.0251825,-783.1809,1.0012,24.2524,35507.9806,-1850.0557,-400424.7259,0.92797,40.8401,295.6239,446.0962,438.7132,259.9392,66.407,-34666.4355,-25070.1888,-19662.6821,-18308.5108,-10708.0869,-8869.3004,-5010.5504,-6767.4351,-4653.8789,-3530.8553,-3204.7118,-3648.6292,-3173.2376,-3629.6549,1
51,572.2663054,1040.75521,46.85313024,-796.7773,0.80638,33.082,35233.0287,-1864.2082,-401947.4818,0.45158,30.2569,259.3735,474.1521,486.5257,244.35,77.7955,-36560.778,-24261.5911,-18705.3438,-18892.2661,-10467.8763,-8335.1986,-4746.2487,-6665.5821,-4469.7148,-3376.7276,-3090.6315,-3724.3119,-3236.2038,-3570.5372,1
51,548.5385101,962.5303512,4780.661025,-748.5438,0.42304,7.5606,36460.8424,-1816.3337,-403120.8841,1.0655,51.1463,329.6211,612.8168,628.7459,267.4158,115.2423,-34427.2891,-21968.5185,-16477.0793,-18315.4804,-9381.5588,-7374.8638,-4110.7899,-6191.6793,-4476.2804,-3364.9472,-3100.157,-3611.6394,-3240.0688,-3624.7947,1
52,703.2001553,1123.360568,510.6836556,-636.909,2.962,15.9305,52605.1683,-1745.7409,-438218.6801,32.5828,1045.6837,1180.6453,1119.3007,513.3802,242.9061,15.59,-20442.7729,-14911.7912,-18854.8929,-17500.3535,-14303.5329,-4496.014,-6827.8727,-9716.3453,-6341.6973,-5310.8656,-4519.8059,-3783.2871,-3322.1396,-2539.0803,1
52,694.079645,1117.803678,1633.727717,-666.1653,2.1663,60.7567,51857.4298,-1770.5346,-434615.4318,39.8775,926.1926,1155.1665,1106.9042,490.4818,205.4602,26.6475,-21321.6127,-14813.1871,-19166.0392,-18716.8793,-14990.893,-4402.4813,-6279.14,-9665.3939,-6154.6984,-5211.2382,-4345.0883,-3773.2285,-3398.0693,-2536.8287,1
52,710.4580831,1061.304034,149.5377483,-647.5467,2.2265,35.9868,49548.1614,-1752.206,-434862.403,25.9478,670.1468,1114.703,972.1435,428.9626,190.7516,22.465,-21626.7373,-16852.4749,-19907.9069,-19360.7579,-14774.6653,-4573.562,-6435.9803,-9199.7122,-5829.7089,-5221.122,-4459.1584,-3819.3514,-3393.6041,-2536.731,1
53,648.2885111,1296.1834,135.9906871,-636.7153,2.2378,8.3581,54039.3107,-1750.2792,-443539.9943,2.7382,72.9722,339.0226,312.9463,93.1158,97.6608,9.139,-32401.7765,-26120.7824,-29991.9175,-22859.419,-12701.5839,-3945.1891,-7663.5404,-7764.4196,-6169.5501,-5106.058,-4424.4329,-3934.3308,-3131.5738,-2473.8651,1
53,666.9088025,1343.892786,351.5331953,-618.6162,1.2589,1.8744,53823.3689,-1729.8689,-441224.0687,3.9339,99.3375,712.3718,699.3016,229.0993,106.2279,15.6195,-25559.448,-20012.6866,-24464.8803,-22530.2026,-12519.8825,-3515.3254,-6781.6374,-7785.8396,-5760.6688,-5109.1555,-4358.7964,-3905.1674,-3124.4304,-2512.6542,1
53,661.8781675,1400.111445,299.9593602,-550.4208,2.5038,5.6412,48419.18,-1650.1881,-431751.6369,1.0611,26.3952,222.1829,295.4768,107.0506,27.6145,37.0492,-36407.0095,-26911.9419,-27499.2046,-29570.6118,-15805.6643,-4624.6853,-5752.5835,-7935.8791,-5951.1973,-4981.0917,-4356.4598,-3865.6097,-3030.3581,-2510.545,1
54,396.4442811,949.4606864,427.4663871,-755.6911,0.81198,21.5301,34960.4239,-1821.6451,-405649.9248,0.56365,32.0026,58.6536,22.3835,12.9034,22.4764,0.22127,-47043.057,-45826.1898,-40291.925,-29007.1762,-16539.8076,-9322.1669,-12792.4439,-10310.3013,-4677.7958,-4475.7626,-4405.868,-4112.4572,-3643.2026,-3605.5875,1
54,400.7483294,921.7983585,1270.544888,-623.913,22.4187,22.0519,31452.4035,-1677.5953,-393717.7529,0.46588,20.569,24.5499,10.5677,10.1671,22.6699,0.11909,-54015.0698,-50743.3831,-41186.1496,-28589.3575,-14375.6259,-8178.903,-13102.4165,-10518.8124,-4783.6011,-4380.3952,-4232.9452,-3992.9457,-3599.4734,-3647.4022,1
54,405.3263633,937.1556683,1729.982623,-750.0084,0.87519,11.241,32190.5373,-1805.4397,-399573.1919,0.75828,20.6172,43.3361,16.8023,12.2292,25.1965,0.1328,-48982.4929,-47708.4695,-40087.383,-28236.5882,-15356.1161,-8585.8453,-13043.1899,-10879.8204,-4704.268,-4521.6576,-4435.1359,-4206.9034,-3714.2602,-3562.9019,1
55,367.3127364,1200.528673,249.8874796,-648.1755,3.6915,244.2375,50436.5901,-1751.2968,-431448.2651,0.072364,0.91348,1.5839,3.5134,5.7938,5.4002,2.9014,-74958.1992,-57733.2813,-44149.5421,-36640.8319,-21225.5496,-9863.5932,-9613.1052,-11557.1468,-7095.1755,-5959.3059,-5115.1983,-4572.6008,-3930.7627,-5011.2375,1
55,446.7450418,1246.391096,45.58689263,-657.3791,2.3972,47.1892,51291.0444,-1765.2626,-436842.7548,0.10508,0.75817,3.5534,8.1359,13.2576,10.9149,2.0106,-68651.6175,-51753.2106,-38487.9294,-32883.3225,-20076.8344,-8380.5278,-9557.1013,-11155.8475,-6815.6531,-5845.8121,-5088.9607,-4569.4286,-3910.9917,-4970.8243,1
55,519.1905938,1009.108124,99.98075565,-723.4998,0.62232,14.3875,55657.6725,-1838.1852,-437091.2971,0.16528,1.4601,25.105,34.9078,21.853,14.726,0.72831,-54593.9146,-42909.4097,-36843.4213,-31788.2098,-21402.8846,-10600.8092,-11452.7977,-12134.8937,-7319.5231,-6085.2449,-5210.821,-4728.7997,-4081.9441,-5196.4235,1
56,846.9642821,1438.418217,41.92227524,-755.2307,0.90516,6.693,28103.0444,-1795.8371,-381004.8628,10.5213,162.7224,219.9348,41.2643,28.3327,20.5537,59.1679,-37782.9131,-42684.6653,-34994.465,-29607.8989,-14171.9856,-11683.6837,-5171.1661,-5153.0533,-4847.1794,-4218.6586,-4026.4825,-3705.1498,-3125.1927,-3703.7368,1
56,897.4854409,1400.021718,292.1714709,-691.0829,1.1021,7.8599,27739.2548,-1730.3963,-379091.7666,4.8243,91.1173,67.9438,25.9363,16.6862,10.0673,27.3335,-47650.6306,-44788.1555,-38466.6016,-32527.2638,-15351.9428,-13350.9582,-6395.0477,-6051.371,-4756.3369,-4138.8001,-4044.9979,-3923.8686,-3380.5892,-3599.0515,1
56,862.1115127,1409.252443,293.0403382,-760.94,0.35285,17.3991,28523.366,-1804.4729,-382769.038,8.2359,190.215,227.1809,32.9419,17.2708,10.7498,60.929,-36097.3138,-43669.6722,-38048.9253,-33107.5697,-15681.1674,-11371.5842,-5075.6649,-5312.6868,-4574.6553,-4038.1432,-4049.5328,-3758.017,-3248.4926,-3718.8842,1
57,749.1763063,1415.864914,186.5224256,-623.5242,2.3825,99.9144,45765.7288,-1715.7141,-435752.1814,12.6384,254.7123,482.7802,269.798,124.5919,258.2321,113.9639,-30924.1563,-28388.773,-28753.6756,-19419.7596,-8430.1627,-4599.3724,-4438.4682,-7311.6463,-5349.8509,-4083.683,-3718.6292,-3763.0877,-3299.33,-2500.4817,1
57,803.3511187,1374.657923,300.1183457,-612.8179,13.9505,81.7484,51930.1903,-1720.8331,-442695.4843,18.4194,566.5793,790.3601,407.986,202.6219,354.7345,26.032,-25915.9777,-25409.4447,-25214.1232,-16977.0897,-10605.1877,-4056.8454,-6295.7736,-8838.0021,-5543.9359,-4279.2569,-3919.5855,-4090.575,-3660.7954,-2519.537,1
57,629.1094262,1342.18451,56.1615264,-667.4446,2.5274,19.6709,46922.6657,-1763.1123,-437417.535,10.8862,241.6015,367.3956,249.8147,182.0069,379.9472,82.5282,-33978.6888,-29996.1872,-26679.0089,-16600.5453,-8419.6311,-4136.3376,-5118.3548,-8407.0788,-5568.184,-4301.6287,-3861.4142,-4246.9189,-3608.6098,-2491.0951,1
58,550.804984,1311.642013,236.2611196,-694.9852,0.51441,6.7713,46574.377,-1792.7485,-427891.5549,44.2114,897.6118,693.3743,663.8059,445.4362,289.438,1.2496,-26891.1785,-21020.9364,-19055.4092,-17634.3831,-9604.0369,-5262.2372,-10921.4882,-9672.1104,-6126.0662,-5404.3792,-4694.0436,-3876.3286,-3288.2974,-2486.9639,1
58,585.0984791,1230.924476,125.8174641,-697.5046,0.51093,2.8527,50468.1631,-1801.8369,-434901.1337,11.1329,180.1583,442.0255,308.979,187.8369,123.5321,1.6437,-34082.137,-29854.3511,-26643.9011,-23503.4729,-13275.7218,-6038.2064,-10338.3838,-10048.2499,-6312.8526,-5475.1951,-4518.3112,-3749.4261,-3235.5341,-2524.2194,1
58,573.2316275,1229.302077,140.3097993,-750.4346,0.67175,4.8745,51422.2407,-1858.7067,-438101.0438,1.786,69.6795,82.911,141.6089,159.5693,102.8214,2.7966,-48371.3977,-35514.5573,-26980.0804,-24411.4937,-15039.6319,-7081.5109,-9806.2563,-9565.1367,-6017.5178,-5421.3016,-4456.3712,-3630.1466,-3143.1779,-2553.3577,1
59,753.7747551,1373.175554,373.0671736,-408.3536,1313.9034,16658.8418,106294.2808,-1551.4175,-483464.1392,23.5376,156.8688,303.4307,240.4407,112.0109,120.1989,2.2631,-35260.0994,-28359.7736,-28455.0611,-20899.875,-9494.1057,-7412.8175,-9908.1588,-8932.6205,-5994.8792,-4723.7138,-4225.1856,-3945.3238,-3183.5308,-2500.239,1
59,776.1165668,1299.934789,307.6679696,-625.2741,3.1628,12.3767,83731.0395,-1784.9758,-485351.8776,6.3398,392.1805,530.5121,414.29,214.8928,244.1354,1.9073,-29794.0297,-24357.468,-24483.855,-17475.1206,-8028.931,-6049.1705,-10105.2109,-9071.6068,-6387.5399,-4981.8849,-4410.0184,-3935.6836,-3355.697,-2482.088,1
59,748.2797816,1327.596955,488.2494514,-534.1819,5.7617,459.0573,87399.873,-1705.0057,-492157.9075,14.2245,592.3483,662.2512,544.0133,239.9588,233.5767,1.6952,-28191.3599,-22393.3924,-23781.9893,-18252.8006,-8661.3731,-8169.3516,-10073.9088,-9300.3075,-6184.3302,-4788.5811,-4294.7016,-3873.7213,-3262.7369,-2495.885,1
60,796.4471837,1157.925152,108.1938017,-438.2164,0.99327,9.5471,71276.4152,-1580.4394,-468390.4315,1.9237,696.5571,594.7576,307.6274,95.152,84.1807,5.4403,-29025.9554,-26588.0984,-29435.2197,-22650.9431,-6433.5983,-6866.8338,-8826.3647,-6738.926,-3853.4253,-3144.8653,-2812.9163,-2351.5676,-1837.0345,-1466.1582,1
60,746.7950612,1259.482933,146.4407404,-436.4461,36.0989,372.7826,80113.7397,-1588.7762,-480714.5379,14.8565,1517.8902,1192.4372,1011.0853,311.8218,218.2756,5.9763,-20069.4203,-16385.7488,-22178.5073,-18025.2951,-2715.52,-4249.8346,-8664.7609,-7206.8199,-3653.4771,-3031.6177,-2704.0999,-2263.9165,-2021.3056,-1621.9478,1
60,753.257259,1205.769229,121.2375006,-458.8045,87.175,489.7503,71947.9356,-1600.5227,-467660.5609,4.3358,982.0351,915.1701,716.633,302.8626,297.0853,12.4536,-24426.4035,-19840.1169,-21941.2282,-16729.8499,-2301.7017,-4796.5115,-7967.4843,-6631.2223,-2284.1361,-2041.4487,-2293.4358,-1960.2266,-1599.2927,-1283.0037,1
61,654.4909636,1224.755264,199.6241424,-679.5678,5.3368,49.074,40244.8893,-1760.1754,-415374.9629,18.8395,241.165,773.184,838.047,659.224,368.1357,144.8897,-25628.7672,-19046.7495,-16423.5648,-16182.9623,-8229.4158,-5029.1285,-3827.4433,-7513.9445,-5975.1799,-4991.0025,-4287.2286,-3843.3321,-3364.4746,-2516.0503,1
61,656.161958,1097.341727,141.2646957,-597.6653,1023.4853,990.9474,47959.4476,-1694.0014,-423756.7391,14.1388,667.4325,1099.5394,1006.9457,784.5711,325.8358,133.9981,-20987.5286,-13215.45,-14297.7049,-17006.2986,-10271.5642,-4043.7823,-4244.0246,-7157.3986,-5559.3488,-4547.0169,-3882.4424,-3200.396,-3147.1312,-2475.6706,1
61,567.9739512,1123.089523,200.6740665,-559.6796,574.6719,2486.3752,40378.0638,-1618.7047,-405269.0131,2.3024,156.322,451.8491,616.6079,565.716,293.5785,143.425,-34641.839,-23500.2468,-18670.2911,-18078.2999,-10779.2223,-6316.3588,-3739.4573,-6382.417,-6033.9824,-4937.8283,-4204.5887,-3802.0169,-3275.1501,-2506.4064,1
62,760.897517,1335.848683,358.3065609,-708.3307,2.6108,31.8895,47534.0948,-1809.1164,-430608.9483,4.3329,123.3677,201.5916,147.2669,90.9506,60.8697,26.9398,-39543.801,-32820.5519,-29580.7391,-24523.1625,-18180.1355,-6216.7551,-6450.1828,-9751.4202,-5577.2244,-4620.1276,-4198.5741,-3840.9543,-3316.3073,-4011.1143,1
62,746.4562636,1206.79348,194.4242783,-694.7386,1.3433,37.8585,47208.3536,-1791.6101,-429997.9045,1.8837,263.6907,460.0884,272.8504,150.8011,99.0057,22.1063,-31922.0889,-28562.5458,-26568.5978,-22524.3093,-17213.2269,-6284.2634,-6723.3048,-9958.3123,-4941.7438,-4207.1883,-3963.8593,-3723.118,-3294.7743,-3787.3365,1
62,757.3978193,1210.803595,193.6161374,-736.6942,1.146,7.396,46426.0433,-1835.5081,-428159.0367,3.0471,510.6543,590.4057,308.8182,150.7741,95.9827,43.7682,-29325.8679,-28076.951,-26963.407,-22329.1338,-16687.2411,-4896.5468,-5487.5835,-9124.7091,-5145.7837,-4301.6841,-4035.6785,-3692.5424,-3099.3565,-3786.9238,1
63,415.3285015,1018.958993,711.8024243,-906.699,0.41313,1.8208,19507.5535,-1908.9794,-351235.9315,1.7042,17.9891,19.1977,51.3208,109.1542,140.4757,46.026,-58389.575,-40729.2414,-28497.8947,-21093.9701,-12505.7543,-8735.6129,-5487.5904,-3885.9106,-5762.3502,-4529.9311,-3869.1466,-3660.1978,-3222.9448,-2552.4157,1
63,425.2068116,1015.849211,968.2492272,-869.2864,0.45488,3.1407,19612.0732,-1872.3838,-352260.1873,1.827,19.5368,23.0356,52.2601,92.352,96.9592,52.304,-56979.2428,-40815.5324,-29670.0131,-23258.5608,-13138.1207,-8950.6809,-5358.0399,-3791.4701,-5814.5096,-4658.0558,-4048.5845,-3732.4091,-3102.5895,-2559.889,1
63,434.3101264,1031.824784,458.6228523,-783.844,0.5263,28.9934,19202.6293,-1784.8672,-350118.7461,2.0304,13.4109,25.7484,68.6115,105.4372,92.5873,45.1953,-57051.416,-39946.1838,-30040.7056,-24326.1861,-13179.8353,-9487.4998,-5605.2251,-3958.7895,-5804.9295,-4557.4622,-3958.6702,-3818.0839,-3238.6471,-2586.9011,1
64,460.7501836,1170.398728,740.5506722,-608.4613,0.85533,4.1963,36175.3071,-1680.7567,-406743.8608,0.0074031,0.35759,0.49702,1.3608,2.0332,2.1011,2.0525,-85656.9242,-63949.5861,-50191.3673,-40194.6172,-25652.4331,-14806.6282,-9597.5719,-10711.6163,-7699.4273,-6189.8713,-5329.8353,-4897.7152,-4218.567,-5265.6374,1
64,477.7315363,1105.652417,473.9395961,-642.6045,1.6956,42.7249,40152.858,-1725.9497,-411085.5433,0.031997,2.6586,9.0716,20.8813,23.9809,22.9056,2.7926,-67019.8385,-49728.5231,-38639.5689,-30851.7,-19580.1997,-13275.7436,-9680.0307,-11338.573,-7350.6827,-6079.1638,-5223.1951,-4720.5586,-4250.3538,-5388.2778,1
64,495.2692547,1233.434487,92.41117334,-610.5359,1.0008,18.6407,32787.4336,-1674.0821,-395319.1009,0.0042924,0.1671,0.61535,2.4495,3.6765,1.6872,6.4815,-83923.5338,-60309.3306,-47034.3572,-41387.2593,-25088.8209,-14304.1962,-8386.1005,-8909.888,-7283.0419,-5891.3612,-5114.9234,-4620.0519,-3974.5091,-5057.5252,1
65,604.3243443,1078.069927,145.1101213,-728.706,0.74662,3.395,43081.4344,-1819.6842,-420549.6037,9.8434,950.6608,1098.2711,1094.4099,876.9416,581.7946,1.1982,-21383.7805,-13268.7146,-12597.2493,-12733.1771,-8734.1215,-4780.2924,-11404.7749,-9694.9249,-4959.8843,-4116.1759,-3774.1481,-3595.3125,-3107.4361,-2563.738,0
65,623.267864,1085.15784,316.4582929,-791.1625,0.45917,5.9171,44478.0465,-1882.2319,-423107.2564,10.6858,544.8341,1039.9244,1021.1191,870.9979,652.9719,1.3692,-22486.238,-14510.4633,-12905.5204,-12031.2417,-8433.8192,-4245.7847,-11326.1915,-9723.1264,-5303.538,-4385.0612,-3701.5362,-2788.0648,-2363.6106,-2464.2538,0
65,611.0965494,1093.84391,190.0377411,-803.0941,0.94497,10.2826,43727.4759,-1890.0986,-421364.4149,15.5804,1140.9194,1005.2819,1164.3296,875.6331,667.2183,0.45776,-22815.3248,-13804.0322,-13357.582,-11798.0033,-9925.2705,-5836.3072,-12094.5543,-10124.8606,-5590.4158,-4704.5726,-4143.4968,-3714.4977,-3319.8619,-2507.9767,0
66,432.178191,1227.705837,2169.798074,-525.6132,14.4388,191.9356,59347.4997,-1646.13,-451664.8956,5.4476,231.036,424.7206,339.0078,378.8211,876.8372,6.0638,-30902.2424,-27021.9104,-20845.8335,-9276.3811,-8726.1343,-2110.7983,-9275.5235,-10203.7933,-4178.9644,-3474.3992,-3093.3849,-2845.8474,-2345.4296,-2259.4045,1
66,365.9016356,1189.126742,160.9414176,-579.7223,3.944,13.5502,54643.9165,-1691.7228,-443431.8534,2.4961,98.3327,307.3775,277.9923,241.6285,827.1332,41.69,-33521.2879,-27271.9346,-23243.4509,-9757.769,-8364.3364,-925.5524,-5765.681,-8900.5749,-4080.1022,-3200.9421,-2845.2516,-2591.6135,-2202.9932,-1957.1917,1
66,334.027601,1105.726053,641.0689434,-608.8195,6.5832,46.5296,58381.6097,-1723.1334,-446291.9192,1.891,64.4776,232.1556,198.4878,217.2608,782.7246,35.6232,-37004.4092,-30815.9491,-23608.8172,-10426.6589,-7963.996,-873.9388,-6069.9187,-8819.7054,-4719.6126,-3770.2583,-3291.6287,-2624.1317,-2084.4568,-1942.5889,1
67,727.8930706,1218.787799,365.9155793,-537.1108,5.469,13.564,63524.5743,-1663.9798,-457841.1385,84.6614,196.2483,1124.663,1013.5757,921.0175,593.1657,13.1183,-20711.7567,-16301.8264,-12687.2812,-13130.1814,-11140.8437,-2983.1429,-7226.4384,-8782.7464,-4371.6588,-3319.8293,-2653.7923,-2064.7291,-2091.9088,-2052.2595,1
67,736.9448556,1324.758905,221.5118753,-654.8815,2.3538,6.932,67248.494,-1794.6392,-465197.8928,94.024,169.7192,1027.6595,977.0223,1008.4631,573.5451,7.6643,-22052.6202,-17135.6064,-11690.0148,-13713.0658,-9829.3685,-2565.1407,-8408.9526,-8879.7228,-4295.2967,-3262.2313,-2749.4202,-2390.8983,-1996.2816,-1823.8473,1
67,743.6579115,1295.649258,140.5745724,-577.6472,218.197,91.899,61849.6843,-1696.5885,-451990.9612,75.2226,166.304,959.1661,892.2919,808.1289,461.5936,7.2451,-22763.0565,-18291.5776,-14073.9828,-14907.7811,-11597.4804,-3469.235,-8175.1931,-10379.471,-5404.4342,-4234.6987,-3435.333,-2606.3536,-2295.8124,-2379.7624,1
68,810.7699037,1250.150431,712.5421975,-431.2037,25.5276,190.6264,83526.1339,-1589.748,-483759.5165,6.4325,1002.6479,888.9581,836.9574,381.7211,245.4805,1.5054,-25431.5006,-18325.9366,-20356.3533,-17555.4215,-2927.1168,-2380.9358,-10751.4086,-8722.9506,-3981.2204,-3433.3896,-3270.1712,-2840.8611,-2212.7723,-1801.0734,1
68,445.9890051,1255.864818,728.3199549,-431.7696,17.1775,10.6671,77691.949,-1583.3692,-475941.9411,2.8509,210.5224,210.5894,217.6958,126.8395,73.6381,12.0888,-38345.5735,-29536.7652,-26842.7818,-24619.4976,-2208.5393,-603.4763,-7780.9066,-5755.6033,-2909.9171,-2464.1222,-2210.5962,-1999.5011,-1541.0333,-953.6252,1
68,730.2941632,1193.232887,155.6244722,-441.1796,30.0206,512.9611,77720.4809,-1588.6514,-472059.6349,3.567,1154.856,688.6949,461.949,266.0355,190.8245,3.4684,-28578.0655,-25553.2658,-23321.2796,-19964.0663,-3994.488,-1077.3751,-10338.2182,-8196.3287,-3421.8863,-2963.0642,-2745.7282,-2449.6855,-1944.8718,-1443.6136,1
69,776.7394012,1271.100062,343.9995802,-506.3261,1.0124,131.4558,115731.917,-1700.395,-519604.3242,11.6236,1101.0518,1619.3184,1000.5938,381.5982,234.442,0.081189,-14071.4216,-16462.4894,-19345.3403,-17709.3949,-7958.7316,-13933.1141,-13770.2291,-11442.5736,-5096.808,-4206.4335,-3439.9657,-2789.0003,-2394.4829,-2893.6986,0
69,805.801396,1267.181299,401.3906665,-484.5063,3.0448,18.5544,109578.7217,-1678.243,-514462.0861,24.0793,1639.7035,1622.9818,1193.7058,569.4268,419.7962,0.3776,-13196.7197,-14290.7719,-16735.3908,-14557.8246,-6002.5334,-10934.4225,-12932.1934,-10634.7043,-5221.0275,-3658.4927,-2457.3509,-1826.0476,-1780.1522,-2728.8508,0
69,844.525934,1303.18232,222.5667952,-413.2894,1.7662,27.7112,115701.0326,-1609.4104,-520087.7544,31.5109,1777.87,1601.0129,979.3897,431.67,271.7003,0.18745,-14399.577,-16891.3398,-18561.94,-16848.5954,-7178.2226,-13302.8696,-13310.5683,-11233.3405,-5034.8346,-3893.5681,-2990.4389,-2375.1114,-2161.8893,-2669.0246,0
70,460.3117729,921.3496365,319.2095508,-394.6578,7.3924,76.0055,178361.2052,-1637.2864,-567843.8092,3.2486,164.4103,202.7256,294.9117,141.0269,100.0986,0.16804,-38272.9202,-26763.3219,-25756.0868,-22217.4755,-9755.354,-19084.7951,-12656.6846,-10443.0973,-5241.7106,-4576.6105,-4311.0617,-4021.6541,-3508.3029,-3806.1284,1
70,571.767902,1015.416213,80.08964762,-338.7531,30.5829,285.4172,169652.4674,-1579.4207,-560579.2515,1.5716,82.8428,118.9842,184.1353,95.8977,51.8577,1.6699,-42504.7602,-30176.3566,-27948.8202,-25328.7887,-10823.566,-17668.0595,-11372.7452,-9009.9039,-4705.1914,-3976.9738,-3568.6549,-3532.3567,-3175.3472,-3605.3306,1
70,449.6920352,956.2522288,493.0140226,-447.4252,13.5555,164.6225,180174.1106,-1691.7223,-565202.469,5.8613,120.8756,147.385,213.3378,93.9809,88.8531,0.23738,-41203.7747,-29312.7989,-28062.057,-22705.8143,-10376.5012,-18314.6762,-12321.1904,-10246.539,-5549.4764,-4599.475,-4342.8846,-4115.1928,-3587.6494,-3746.5076,1
71,623.8966773,1153.707236,332.5153989,-631.6364,4.2446,13.499,67387.1436,-1768.0807,-463971.0887,9.8425,2114.0512,381.4088,-1985.5082,-1528.4371,718.5314,2.5926,-12000.9508,-4664.3488,-3210.6216,-8575.5568,-5752.9039,-1523.1503,-10188.7829,-9308.6815,-6236.2253,-5233.8096,-4440.9472,-4022.0385,-3227.5013,-2688.6646,1
71,691.5169098,1126.964618,168.9276923,-687.981,2.6508,17.9132,49592.9757,-1790.7437,-435446.8977,12.4044,895.1601,1300.2333,1225.7199,732.3389,472.3427,102.7783,-17309.7632,-12085.5922,-15821.5942,-15082.6061,-9721.8557,-1927.7035,-4290.7064,-8479.0369,-5880.4239,-4999.249,-4280.3112,-3998.835,-3221.3381,-2519.8008,1
71,639.8095888,1123.530675,1400.991832,-625.3076,4.8105,59.4409,58828.5015,-1752.9532,-451435.6705,8.2048,1061.0855,1113.9555,838.6802,990.3862,667.8593,5.7097,-19461.3853,-15847.4426,-10956.9232,-11891.9384,-8423.211,-1855.9494,-9013.318,-9168.3731,-6098.9855,-4919.336,-4257.9157,-4004.5782,-3340.7917,-2481.9948,1
72,237.1495328,963.314682,315.6768912,-618.6382,5.78,27.643,31437.2961,-1673.2709,-391284.9324,2.6256,92.7925,225.4847,327.2419,239.8587,116.6665,-7794.6624,-36939.612,-26906.8573,-23955.9666,-22959.8766,-6718.6087,-2030.131,586.4369,-949.754,-2664.6849,-2400.1884,-2509.2181,-2391.7887,-2089.3745,-1761.0129,1
72,312.5700802,1164.505726,474.6576555,-646.545,5.4027,17.5719,29251.1733,-1691.469,-384367.8432,3.1047,157.5553,217.1017,281.8622,282.0844,176.2515,-9758.0078,-39506.0045,-28231.686,-22237.3797,-20293.9148,-7349.262,-2846.8095,855.8118,-322.4492,-3133.635,-2615.101,-2623.8765,-2324.6168,-1764.3426,-1401.9958,1
